"siganal_1" "siganal_2" "siganal_3" "siganal_4" "siganal_5" "siganal_6" "siganal_7" "siganal_8"
0.110688790678978 0.0220497753471136 0.00823397934436798 0 0.0166330933570862 0 1.05080239282585e-14 0.00872943364083767
0.00976324547082186 0.0269786790013313 0.00415813876315951 0.02710578776896 1.47157307189045e-30 5.74532370373175e-44 1.40129846432482e-45 2.81660991329288e-43
0.0447928681969643 0.0157002471387386 0.00302236503921449 0.0168850738555193 3.21192827890115e-09 0 0 0.0109754707664251
0.0306965708732605 0.0182781312614679 0.00033056378015317 0.0196261703968048 0.00648859143257141 1.40129846432482e-45 0 0
0.156371891498566 0.0292944889515638 0.00126125081442297 0 0 0 0 0.0168045163154602
0.0203842278569937 0.0202773753553629 0.00527736311778426 0.0315704271197319 0.0121150156483054 0 0 2.5836275057767e-18
0.0198655091226101 0.0154525749385357 0.000560651940759271 0.0318020097911358 0.0567115843296051 1.40129846432482e-45 0 0.0123575935140252
0.0466983281075954 0.0197434891015291 1.03517879879401e-28 0.0198831576853991 0.00684577459469438 0.00414617173373699 0 0.00942814256995916
0.0703986510634422 0.0175470653921366 0.00242249318398535 0.0062128035351634 4.07137459720325e-40 0 0 0
0.0106297368183732 0.0191260725259781 0.00052019557915628 0.0371667295694351 0.0401023775339127 0.0218138992786407 0 0.0111024361103773
2.40236590798304e-06 0.0141032533720136 0.0133155202493072 0.00443717697635293 2.75097466673557e-25 0 0 0.0555726177990437
0.00147431984078139 0.0142516260966659 0 0 0 0 0 0
0 0.0167716089636087 2.67260816071407e-14 1.97637783120123e-21 0 0 0 0
3.3072412013456e-15 0.0168081484735012 0.0198898334056139 0.0160429961979389 0 1.40129846432482e-45 0.00734166940674186 0.0156351365149021
3.13588338940463e-06 0.00602060789242387 0.0047069345600903 0.00723139010369778 1.07876680176764e-16 0 0.0197293013334274 0.0383705459535122
0.00299617811106145 0.00738328415900469 3.4624589979014e-13 0.00785834435373545 0.00369009119458497 0.0132890371605754 0 0.00916761066764593
0 0.00891785230487585 0.00329215941019356 0.01108109485358 0.00507385935634375 0.00941150635480881 0.0129769006744027 0.000680406985338777
1.42066500352138e-33 0.0118616530671716 0.000571481126826257 0.0133740166202188 0.00129576015751809 0.0284607727080584 0.00909589976072311 0.0352940820157528
0 0.0055429432541132 0.00144132948480546 0 0 0 0 0.045973289757967
1.98305691272209e-32 0.00554968882352114 0.000976971001364291 0.00125705089885741 0.000569991359952837 0.00227477308362722 0.00121496082283556 0
0 0.00674536218866706 0 0.0043988237157464 0 0.00078568363096565 0 0.00410192832350731
9.24701829864427e-13 0.00865295808762312 2.71832956523777e-37 0.00308893946930766 0.00139709236100316 0.0106680896133184 0.00477197719737887 0.0296883005648851
0.00392862223088741 0.0085745807737112 0.0341010577976704 0.0168265607208014 0 0 0 0.0660143420100212
0.00249074748717248 0.00721835251897573 1.56981633546793e-18 0 0.00308047514408827 0 0.00179433031007648 0.00697814486920834
0 0.00588116748258471 0.0190192945301533 0.0055643911473453 9.6035472662011e-19 0 0.00156919599976391 2.45159462792799e-05
7.28433528792358e-23 0.0138534549623728 0.0146486768499017 0.0131444912403822 2.8247410590408e-16 0.00910993386059999 0 0.0594748929142952
0.0180892311036587 0.025291733443737 0.0275804661214352 0 0.0505033619701862 0 0 0.0287260245531797
0.00571608869358897 0.00990360695868731 0.0115261748433113 0 0.0208494774997234 0 1.5889996617659e-24 0.00102631701156497
7.78199257975438e-29 0.0200093220919371 0.0148642146959901 0 0.0322420224547386 1.75906635584795e-15 0 0
0.00583443511277437 0.0249814987182617 0.0276157706975937 0 0.0177231132984161 1.40129846432482e-45 0 0.00428599305450916
9.42509704002737e-22 0.00933230109512806 0.0156039446592331 0.00405135191977024 0.0101957125589252 0 0 0.0120817581191659
0.00710643827915192 0.0107848141342402 0.00934068113565445 0.00565948011353612 0.0224198121577501 0.0395538471639156 0 0.00150403834413737
0.00144051690585911 0.00901221204549074 0.0199247039854527 0 0.0554503053426743 0 0 0.00384288025088608
1.07834512164118e-05 0.0109369708225131 0.0331633314490318 0 0.0194471795111895 0.0858912989497185 2.58042642808931e-10 0.0177350975573063
2.16963891297439e-09 0.0145139722153544 0.0105392392724752 0 0.011867162771523 0 0 0.0205989796668291
0.00233006151393056 0.00950729381293058 0.0106476070359349 4.95643893345753e-18 0.0134307239204645 0.0188726987689734 0 0.000571971118915826
0.000829258642625064 0.0100138522684574 0.00853586383163929 0.00225276174023747 0.0275780539959669 0 0 0.00248129409737885
0.00396817550063133 0.0167598612606525 0.0101508535444736 0 0.00592740811407566 0.00742135709151626 0 0.0161002408713102
0.000520732661243528 0.0149901257827878 0.0179704781621695 0 0.0262613985687494 0 0 0.0368923619389534
0.000343115942087024 0.0131806218996644 0.0141869159415364 0.00346437422558665 0.0317737050354481 0.00303206290118396 0 0.00326464301906526
0.000297379127005115 0.0087957950308919 0.0115889944136143 0.00171861331909895 0.0287076216191053 0 0 0.000978550058789551
0.00900609884411097 0.0172379165887833 0.040014922618866 0 0.0200567897409201 0 0 0.0260875392705202
2.80259692864963e-45 0.00372524023987353 0.0559625141322613 0.00525370147079229 0 0 0 5.16700954570663e-19
4.46211990967615e-12 0.00130814884323627 0.00951202400028706 0.000348317698808387 0.00689039519056678 0 0 0
1.14133913431402e-09 0.00489643542096019 0.0048332316800952 0.00253017689101398 0.0111436368897557 0.00224651792086661 0 0
7.30863462194975e-07 0.0033776443451643 0.0257112439721823 0.00309405149891973 0.0159018691629171 0.0467586070299149 0.00259440904483199 0
7.47749767052011e-17 0.00149307993706316 0.0334899388253689 0.00346547970548272 0.00044702910236083 2.69578023586844e-28 0 0.0220255311578512
0.00170343869831413 0.00205311761237681 0.0071513787843287 0.000324112683301792 0.00357880466617644 0.0222352277487516 2.05639778982913e-07 0.00240829959511757
0.000598181912209839 0.00454036006703973 0.0150712477043271 0.000264560047071427 0.00793877523392439 0.0149919642135501 0 0.00164581416174769
0.00395662989467382 0.00241313641890883 0.0579689405858517 0.00921442825347185 0 0.329617291688919 0 0.0101883634924889
0.00278462143614888 0.000984205398708582 0.00958084873855114 0.000867267546709627 0.00832900032401085 0 0 0.0217846352607012
0.00323981279507279 0.000644039129838347 0.00698160519823432 0.00124876818154007 0.0105211976915598 0.00154691643547267 0.00278750178404152 0.000757816305849701
1.49696539886168e-11 0.00474991835653782 0.00189480697736144 0.00361458398401737 0.00474754208698869 0.0120972516015172 0.00174501514993608 0.00455949688330293
0.00467781955376267 0.00252022850327194 0.0181641634553671 0.000197759669390507 0.00101832416839898 0.15239305794239 0 0.00896000396460295
0.0047011929564178 0.00241474527865648 0.0818101912736893 4.25804389739661e-36 0 0 0 0.0362545177340508
1.44835604283459e-29 0.00203305878676474 0.0094131575897336 0.00399925000965595 0.0064592189155519 0.0112728113308549 0 0
3.54508020161681e-11 0.00456131156533957 0.014927888289094 0.00659247906878591 0.0216925591230392 3.11219360109237e-16 0 0.00280522089451551
0.00217978609725833 0.00647762510925531 0.0736239552497864 0.00512891309335828 0.00254542590118945 0.120453879237175 0 0.0236421376466751
