chr	pos	end	is.left	is.right	strand	length
1	39200000	39299999	1	0	left	1e+05
1	42200000	42299999	0	1	right	1e+05
1	42300000	42399999	0	1	right	1e+05
1	42400000	42499999	0	1	right	1e+05
1	42500000	42599999	0	1	right	1e+05
1	42600000	42699999	0	1	right	1e+05
1	47000000	47099999	0	1	right	1e+05
1	47100000	47199999	0	1	right	1e+05
1	47200000	47299999	0	1	right	1e+05
1	47900000	47999999	0	1	right	1e+05
1	48000000	48099999	0	1	right	1e+05
1	48100000	48199999	0	1	right	1e+05
1	48200000	48299999	0	1	right	1e+05
1	48300000	48399999	0	1	right	1e+05
1	48400000	48499999	0	1	right	1e+05
1	48500000	48599999	0	1	right	1e+05
1	48600000	48699999	0	1	right	1e+05
1	48700000	48799999	0	1	right	1e+05
1	50100000	50199999	1	0	left	1e+05
1	50200000	50299999	1	0	left	1e+05
1	50300000	50399999	1	0	left	1e+05
1	50400000	50499999	1	0	left	1e+05
1	50500000	50599999	1	0	left	1e+05
1	50600000	50699999	1	0	left	1e+05
1	50700000	50799999	1	0	left	1e+05
1	50800000	50899999	1	0	left	1e+05
1	50900000	50999999	1	0	left	1e+05
1	51000000	51099999	1	0	left	1e+05
1	51100000	51199999	1	0	left	1e+05
1	51200000	51299999	1	0	left	1e+05
1	51300000	51399999	1	0	left	1e+05
1	51400000	51499999	1	0	left	1e+05
1	55700000	55799999	0	1	right	1e+05
1	55800000	55899999	0	1	right	1e+05
1	55900000	55999999	0	1	right	1e+05
1	56000000	56099999	0	1	right	1e+05
1	56100000	56199999	0	1	right	1e+05
1	56200000	56299999	0	1	right	1e+05
1	56300000	56399999	0	1	right	1e+05
1	56400000	56499999	0	1	right	1e+05
1	58000000	58099999	1	0	left	1e+05
1	58100000	58199999	1	0	left	1e+05
1	58200000	58299999	1	0	left	1e+05
1	58300000	58399999	1	0	left	1e+05
1	58400000	58499999	1	0	left	1e+05
1	58500000	58599999	1	0	left	1e+05
1	58600000	58699999	1	0	left	1e+05
1	58700000	58799999	1	0	left	1e+05
1	58800000	58899999	1	0	left	1e+05
1	58900000	58999999	1	0	left	1e+05
1	59000000	59099999	1	0	left	1e+05
1	59600000	59699999	0	1	right	1e+05
1	59700000	59799999	0	1	right	1e+05
1	59800000	59899999	0	1	right	1e+05
1	59900000	59999999	0	1	right	1e+05
1	60000000	60099999	0	1	right	1e+05
1	60100000	60199999	0	1	right	1e+05
1	60200000	60299999	0	1	right	1e+05
1	60300000	60399999	0	1	right	1e+05
1	60400000	60499999	0	1	right	1e+05
1	60500000	60599999	0	1	right	1e+05
1	60600000	60699999	0	1	right	1e+05
1	60700000	60799999	0	1	right	1e+05
1	61500000	61599999	1	0	left	1e+05
1	61600000	61699999	1	0	left	1e+05
1	61700000	61799999	1	0	left	1e+05
1	61800000	61899999	1	0	left	1e+05
1	61900000	61999999	1	0	left	1e+05
1	62000000	62099999	1	0	left	1e+05
1	64900000	64999999	1	0	left	1e+05
1	65000000	65099999	1	0	left	1e+05
1	65100000	65199999	1	0	left	1e+05
1	65200000	65299999	1	0	left	1e+05
1	65300000	65399999	1	0	left	1e+05
1	66100000	66199999	1	0	left	1e+05
1	66200000	66299999	1	0	left	1e+05
1	66300000	66399999	1	0	left	1e+05
1	66400000	66499999	1	0	left	1e+05
1	66500000	66599999	1	0	left	1e+05
1	66600000	66699999	1	0	left	1e+05
1	66900000	66999999	0	1	right	1e+05
1	67000000	67099999	0	1	right	1e+05
1	67100000	67199999	0	1	right	1e+05
1	67200000	67299999	0	1	right	1e+05
1	67300000	67399999	0	1	right	1e+05
1	68000000	68099999	0	1	right	1e+05
1	68100000	68199999	0	1	right	1e+05
1	68200000	68299999	0	1	right	1e+05
1	68300000	68399999	0	1	right	1e+05
1	68400000	68499999	0	1	right	1e+05
1	68500000	68599999	0	1	right	1e+05
1	68600000	68699999	0	1	right	1e+05
1	68700000	68799999	0	1	right	1e+05
1	68800000	68899999	0	1	right	1e+05
1	68900000	68999999	0	1	right	1e+05
1	69000000	69099999	0	1	right	1e+05
1	69100000	69199999	0	1	right	1e+05
1	69900000	69999999	1	0	left	1e+05
1	70000000	70099999	1	0	left	1e+05
1	70100000	70199999	1	0	left	1e+05
1	70200000	70299999	1	0	left	1e+05
1	70300000	70399999	1	0	left	1e+05
1	70400000	70499999	1	0	left	1e+05
1	70500000	70599999	1	0	left	1e+05
1	70600000	70699999	1	0	left	1e+05
1	70700000	70799999	1	0	left	1e+05
1	71000000	71099999	0	1	right	1e+05
1	71100000	71199999	0	1	right	1e+05
1	71200000	71299999	0	1	right	1e+05
1	71300000	71399999	0	1	right	1e+05
1	71400000	71499999	0	1	right	1e+05
1	71500000	71599999	0	1	right	1e+05
1	71600000	71699999	0	1	right	1e+05
1	71700000	71799999	0	1	right	1e+05
1	71800000	71899999	0	1	right	1e+05
1	74500000	74599999	1	0	left	1e+05
1	74600000	74699999	1	0	left	1e+05
1	74700000	74799999	1	0	left	1e+05
1	74800000	74899999	1	0	left	1e+05
1	74900000	74999999	1	0	left	1e+05
1	75700000	75799999	1	0	left	1e+05
1	75800000	75899999	1	0	left	1e+05
1	75900000	75999999	1	0	left	1e+05
1	76000000	76099999	1	0	left	1e+05
1	76500000	76599999	0	1	right	1e+05
1	76600000	76699999	0	1	right	1e+05
1	76700000	76799999	0	1	right	1e+05
1	77100000	77199999	1	0	left	1e+05
1	77200000	77299999	1	0	left	1e+05
1	77300000	77399999	1	0	left	1e+05
1	77400000	77499999	1	0	left	1e+05
1	77500000	77599999	1	0	left	1e+05
1	77600000	77699999	1	0	left	1e+05
1	77700000	77799999	1	0	left	1e+05
1	77800000	77899999	1	0	left	1e+05
1	77900000	77999999	1	0	left	1e+05
1	78000000	78099999	1	0	left	1e+05
1	78500000	78599999	0	1	right	1e+05
1	78600000	78699999	0	1	right	1e+05
1	78700000	78799999	0	1	right	1e+05
1	78800000	78899999	0	1	right	1e+05
1	78900000	78999999	0	1	right	1e+05
1	79000000	79099999	0	1	right	1e+05
1	79100000	79199999	0	1	right	1e+05
1	79200000	79299999	0	1	right	1e+05
1	79300000	79399999	0	1	right	1e+05
1	79400000	79499999	0	1	right	1e+05
1	80000000	80099999	0	1	right	1e+05
1	80100000	80199999	0	1	right	1e+05
1	80200000	80299999	0	1	right	1e+05
1	80300000	80399999	0	1	right	1e+05
1	80400000	80499999	0	1	right	1e+05
1	80500000	80599999	0	1	right	1e+05
1	81700000	81799999	1	0	left	1e+05
1	83300000	83399999	1	0	left	1e+05
1	83400000	83499999	1	0	left	1e+05
1	83500000	83599999	1	0	left	1e+05
1	83600000	83699999	1	0	left	1e+05
1	83700000	83799999	1	0	left	1e+05
1	83800000	83899999	1	0	left	1e+05
1	83900000	83999999	1	0	left	1e+05
1	84500000	84599999	1	0	left	1e+05
1	84600000	84699999	1	0	left	1e+05
1	84700000	84799999	1	0	left	1e+05
1	84800000	84899999	1	0	left	1e+05
1	84900000	84999999	1	0	left	1e+05
1	85000000	85099999	1	0	left	1e+05
1	85700000	85799999	0	1	right	1e+05
1	85800000	85899999	0	1	right	1e+05
1	85900000	85999999	0	1	right	1e+05
1	86000000	86099999	0	1	right	1e+05
1	86100000	86199999	0	1	right	1e+05
1	86200000	86299999	0	1	right	1e+05
1	86900000	86999999	1	0	left	1e+05
1	87400000	87499999	0	1	right	1e+05
1	87500000	87599999	0	1	right	1e+05
1	87600000	87699999	0	1	right	1e+05
1	87700000	87799999	0	1	right	1e+05
1	87800000	87899999	0	1	right	1e+05
1	87900000	87999999	0	1	right	1e+05
1	88000000	88099999	0	1	right	1e+05
1	88100000	88199999	0	1	right	1e+05
1	88200000	88299999	0	1	right	1e+05
1	88600000	88699999	1	0	left	1e+05
1	88700000	88799999	1	0	left	1e+05
1	88800000	88899999	1	0	left	1e+05
1	88900000	88999999	1	0	left	1e+05
1	89000000	89099999	1	0	left	1e+05
1	89100000	89199999	1	0	left	1e+05
1	90400000	90499999	0	1	right	1e+05
1	90500000	90599999	0	1	right	1e+05
1	90600000	90699999	0	1	right	1e+05
1	90700000	90799999	0	1	right	1e+05
1	90800000	90899999	0	1	right	1e+05
1	90900000	90999999	0	1	right	1e+05
1	91600000	91699999	1	0	left	1e+05
1	91700000	91799999	1	0	left	1e+05
1	91800000	91899999	1	0	left	1e+05
1	91900000	91999999	1	0	left	1e+05
1	92000000	92099999	1	0	left	1e+05
1	94300000	94399999	0	1	right	1e+05
1	94400000	94499999	0	1	right	1e+05
1	94500000	94599999	0	1	right	1e+05
1	94600000	94699999	0	1	right	1e+05
1	94700000	94799999	0	1	right	1e+05
1	94800000	94899999	0	1	right	1e+05
1	95300000	95399999	0	1	right	1e+05
1	95400000	95499999	0	1	right	1e+05
1	95500000	95599999	0	1	right	1e+05
1	95600000	95699999	0	1	right	1e+05
1	95700000	95799999	0	1	right	1e+05
1	95800000	95899999	0	1	right	1e+05
1	95900000	95999999	0	1	right	1e+05
1	96000000	96099999	0	1	right	1e+05
1	96100000	96199999	0	1	right	1e+05
1	96900000	96999999	1	0	left	1e+05
1	97000000	97099999	1	0	left	1e+05
1	99200000	99299999	1	0	left	1e+05
1	99300000	99399999	1	0	left	1e+05
1	99400000	99499999	1	0	left	1e+05
1	99500000	99599999	1	0	left	1e+05
1	99600000	99699999	1	0	left	1e+05
1	99700000	99799999	1	0	left	1e+05
1	99800000	99899999	1	0	left	1e+05
1	99900000	99999999	1	0	left	1e+05
1	100000000	100099999	1	0	left	1e+05
1	100100000	100199999	1	0	left	1e+05
1	100200000	100299999	1	0	left	1e+05
1	102000000	102099999	0	1	right	1e+05
1	102100000	102199999	0	1	right	1e+05
1	102200000	102299999	0	1	right	1e+05
1	102300000	102399999	0	1	right	1e+05
1	102400000	102499999	0	1	right	1e+05
1	102500000	102599999	0	1	right	1e+05
1	102600000	102699999	0	1	right	1e+05
1	102700000	102799999	0	1	right	1e+05
1	102800000	102899999	0	1	right	1e+05
1	102900000	102999999	0	1	right	1e+05
1	103000000	103099999	0	1	right	1e+05
1	107000000	107099999	1	0	left	1e+05
1	107100000	107199999	1	0	left	1e+05
1	107200000	107299999	1	0	left	1e+05
1	107300000	107399999	1	0	left	1e+05
1	107400000	107499999	1	0	left	1e+05
1	107500000	107599999	1	0	left	1e+05
1	107600000	107699999	1	0	left	1e+05
1	107700000	107799999	1	0	left	1e+05
1	108500000	108599999	1	0	left	1e+05
1	108600000	108699999	1	0	left	1e+05
1	108700000	108799999	1	0	left	1e+05
1	108800000	108899999	1	0	left	1e+05
1	108900000	108999999	1	0	left	1e+05
1	109000000	109099999	1	0	left	1e+05
1	114700000	114799999	0	1	right	1e+05
1	114800000	114899999	0	1	right	1e+05
1	114900000	114999999	0	1	right	1e+05
1	115000000	115099999	0	1	right	1e+05
1	115100000	115199999	0	1	right	1e+05
1	115200000	115299999	0	1	right	1e+05
1	115300000	115399999	0	1	right	1e+05
1	115400000	115499999	0	1	right	1e+05
1	115500000	115599999	0	1	right	1e+05
1	115600000	115699999	0	1	right	1e+05
1	116200000	116299999	1	0	left	1e+05
1	116300000	116399999	1	0	left	1e+05
1	116400000	116499999	1	0	left	1e+05
1	116500000	116599999	1	0	left	1e+05
1	116600000	116699999	1	0	left	1e+05
1	116700000	116799999	1	0	left	1e+05
1	116800000	116899999	1	0	left	1e+05
1	116900000	116999999	1	0	left	1e+05
1	117400000	117499999	0	1	right	1e+05
1	117500000	117599999	0	1	right	1e+05
1	117600000	117699999	0	1	right	1e+05
1	117700000	117799999	0	1	right	1e+05
1	117800000	117899999	0	1	right	1e+05
1	118100000	118199999	0	1	right	1e+05
1	118200000	118299999	0	1	right	1e+05
1	118300000	118399999	0	1	right	1e+05
1	118400000	118499999	0	1	right	1e+05
1	118500000	118599999	0	1	right	1e+05
1	118600000	118699999	0	1	right	1e+05
1	118700000	118799999	0	1	right	1e+05
1	118800000	118899999	0	1	right	1e+05
1	118900000	118999999	0	1	right	1e+05
1	119200000	119299999	1	0	left	1e+05
1	119300000	119399999	1	0	left	1e+05
1	119400000	119499999	1	0	left	1e+05
1	119500000	119599999	1	0	left	1e+05
1	119600000	119699999	1	0	left	1e+05
1	119700000	119799999	1	0	left	1e+05
1	119800000	119899999	1	0	left	1e+05
1	119900000	119999999	1	0	left	1e+05
1	120000000	120099999	1	0	left	1e+05
1	120500000	120599999	0	1	right	1e+05
1	120600000	120699999	0	1	right	1e+05
1	120700000	120799999	0	1	right	1e+05
1	120800000	120899999	0	1	right	1e+05
1	120900000	120999999	0	1	right	1e+05
1	121000000	121099999	0	1	right	1e+05
1	121100000	121199999	0	1	right	1e+05
1	121200000	121299999	0	1	right	1e+05
1	121300000	121399999	0	1	right	1e+05
1	142200000	142299999	1	0	left	1e+05
1	142300000	142399999	1	0	left	1e+05
1	142400000	142499999	1	0	left	1e+05
1	143300000	143399999	1	0	left	1e+05
1	143400000	143499999	1	0	left	1e+05
1	143500000	143599999	1	0	left	1e+05
1	143600000	143699999	1	0	left	1e+05
1	143700000	143799999	1	0	left	1e+05
1	143800000	143899999	1	0	left	1e+05
1	143900000	143999999	0	1	right	1e+05
1	144300000	144399999	1	0	left	1e+05
1	144500000	144599999	1	0	left	1e+05
1	144600000	144699999	1	0	left	1e+05
1	144700000	144799999	1	0	left	1e+05
1	144800000	144899999	1	0	left	1e+05
1	146100000	146199999	0	1	right	1e+05
1	146300000	146399999	1	0	left	1e+05
1	147100000	147199999	1	0	left	1e+05
1	147200000	147299999	1	0	left	1e+05
1	147300000	147399999	1	0	left	1e+05
1	147400000	147499999	1	0	left	1e+05
1	147500000	147599999	1	0	left	1e+05
1	148200000	148299999	0	1	right	1e+05
1	148300000	148399999	0	1	right	1e+05
1	148400000	148499999	0	1	right	1e+05
1	148500000	148599999	0	1	right	1e+05
1	148600000	148699999	0	1	right	1e+05
1	148700000	148799999	0	1	right	1e+05
1	148800000	148899999	0	1	right	1e+05
1	149100000	149199999	1	0	left	1e+05
1	149200000	149299999	1	0	left	1e+05
1	149300000	149399999	1	0	left	1e+05
1	149400000	149499999	1	0	left	1e+05
1	149500000	149599999	1	0	left	1e+05
1	149600000	149699999	1	0	left	1e+05
1	149700000	149799999	1	0	left	1e+05
1	149800000	149899999	1	0	left	1e+05
1	149900000	149999999	1	0	left	1e+05
1	150000000	150099999	1	0	left	1e+05
1	150100000	150199999	1	0	left	1e+05
1	151800000	151899999	0	1	right	1e+05
1	151900000	151999999	0	1	right	1e+05
1	152000000	152099999	0	1	right	1e+05
1	152100000	152199999	0	1	right	1e+05
1	152200000	152299999	0	1	right	1e+05
1	152300000	152399999	0	1	right	1e+05
1	152800000	152899999	1	0	left	1e+05
1	152900000	152999999	1	0	left	1e+05
1	153000000	153099999	1	0	left	1e+05
1	153100000	153199999	1	0	left	1e+05
1	153200000	153299999	1	0	left	1e+05
1	153300000	153399999	1	0	left	1e+05
1	153400000	153499999	1	0	left	1e+05
1	156900000	156999999	0	1	right	1e+05
1	157000000	157099999	0	1	right	1e+05
1	157100000	157199999	0	1	right	1e+05
1	157200000	157299999	0	1	right	1e+05
1	157300000	157399999	0	1	right	1e+05
1	157400000	157499999	0	1	right	1e+05
1	157500000	157599999	0	1	right	1e+05
1	158200000	158299999	0	1	right	1e+05
1	158300000	158399999	0	1	right	1e+05
1	159400000	159499999	1	0	left	1e+05
1	159500000	159599999	1	0	left	1e+05
1	159600000	159699999	1	0	left	1e+05
1	159700000	159799999	1	0	left	1e+05
1	159800000	159899999	1	0	left	1e+05
1	159900000	159999999	1	0	left	1e+05
1	160000000	160099999	1	0	left	1e+05
1	161800000	161899999	0	1	right	1e+05
1	161900000	161999999	0	1	right	1e+05
1	162000000	162099999	0	1	right	1e+05
1	162100000	162199999	0	1	right	1e+05
1	162200000	162299999	0	1	right	1e+05
1	162700000	162799999	0	1	right	1e+05
1	162800000	162899999	0	1	right	1e+05
1	162900000	162999999	0	1	right	1e+05
1	163000000	163099999	0	1	right	1e+05
1	163100000	163199999	0	1	right	1e+05
1	163200000	163299999	0	1	right	1e+05
1	163300000	163399999	0	1	right	1e+05
1	163400000	163499999	0	1	right	1e+05
1	163500000	163599999	0	1	right	1e+05
1	163600000	163699999	0	1	right	1e+05
1	163700000	163799999	0	1	right	1e+05
1	164700000	164799999	1	0	left	1e+05
1	164800000	164899999	1	0	left	1e+05
1	164900000	164999999	1	0	left	1e+05
1	165000000	165099999	1	0	left	1e+05
1	165100000	165199999	1	0	left	1e+05
1	165200000	165299999	1	0	left	1e+05
1	165300000	165399999	1	0	left	1e+05
1	165400000	165499999	1	0	left	1e+05
1	165500000	165599999	1	0	left	1e+05
1	165800000	165899999	0	1	right	1e+05
1	165900000	165999999	0	1	right	1e+05
1	166000000	166099999	0	1	right	1e+05
1	166100000	166199999	0	1	right	1e+05
1	166200000	166299999	0	1	right	1e+05
1	166500000	166599999	1	0	left	1e+05
1	166600000	166699999	1	0	left	1e+05
1	166700000	166799999	1	0	left	1e+05
1	166800000	166899999	1	0	left	1e+05
1	166900000	166999999	1	0	left	1e+05
1	167000000	167099999	1	0	left	1e+05
1	167100000	167199999	1	0	left	1e+05
1	167200000	167299999	1	0	left	1e+05
1	167300000	167399999	1	0	left	1e+05
1	167900000	167999999	0	1	right	1e+05
1	168000000	168099999	0	1	right	1e+05
1	168100000	168199999	0	1	right	1e+05
1	168200000	168299999	0	1	right	1e+05
1	168300000	168399999	0	1	right	1e+05
1	168400000	168499999	0	1	right	1e+05
1	169900000	169999999	0	1	right	1e+05
1	170000000	170099999	0	1	right	1e+05
1	170100000	170199999	0	1	right	1e+05
1	170200000	170299999	0	1	right	1e+05
1	170300000	170399999	0	1	right	1e+05
1	170400000	170499999	0	1	right	1e+05
1	170500000	170599999	0	1	right	1e+05
1	171000000	171099999	1	0	left	1e+05
1	171100000	171199999	1	0	left	1e+05
1	171200000	171299999	1	0	left	1e+05
1	171300000	171399999	1	0	left	1e+05
1	171400000	171499999	1	0	left	1e+05
1	174200000	174299999	0	1	right	1e+05
1	174300000	174399999	0	1	right	1e+05
1	174400000	174499999	0	1	right	1e+05
1	175300000	175399999	0	1	right	1e+05
1	175400000	175499999	0	1	right	1e+05
1	175500000	175599999	0	1	right	1e+05
1	175600000	175699999	0	1	right	1e+05
1	175700000	175799999	0	1	right	1e+05
1	175800000	175899999	0	1	right	1e+05
1	175900000	175999999	0	1	right	1e+05
1	176000000	176099999	0	1	right	1e+05
1	176100000	176199999	0	1	right	1e+05
1	176200000	176299999	0	1	right	1e+05
1	176300000	176399999	0	1	right	1e+05
1	176400000	176499999	0	1	right	1e+05
1	176500000	176599999	0	1	right	1e+05
1	176600000	176699999	0	1	right	1e+05
1	176700000	176799999	0	1	right	1e+05
1	177500000	177599999	1	0	left	1e+05
1	177600000	177699999	1	0	left	1e+05
1	177700000	177799999	1	0	left	1e+05
1	177800000	177899999	1	0	left	1e+05
1	177900000	177999999	1	0	left	1e+05
1	178000000	178099999	1	0	left	1e+05
1	178100000	178199999	1	0	left	1e+05
1	178200000	178299999	1	0	left	1e+05
1	178300000	178399999	1	0	left	1e+05
1	178400000	178499999	1	0	left	1e+05
1	179600000	179699999	1	0	left	1e+05
1	179700000	179799999	1	0	left	1e+05
1	180700000	180799999	1	0	left	1e+05
1	180800000	180899999	1	0	left	1e+05
1	180900000	180999999	1	0	left	1e+05
1	181300000	181399999	0	1	right	1e+05
1	181400000	181499999	0	1	right	1e+05
1	181500000	181599999	0	1	right	1e+05
1	181600000	181699999	0	1	right	1e+05
1	181700000	181799999	0	1	right	1e+05
1	182100000	182199999	1	0	left	1e+05
1	182200000	182299999	1	0	left	1e+05
1	182300000	182399999	1	0	left	1e+05
1	182400000	182499999	1	0	left	1e+05
1	184000000	184099999	0	1	right	1e+05
1	184100000	184199999	0	1	right	1e+05
1	184200000	184299999	0	1	right	1e+05
1	185200000	185299999	0	1	right	1e+05
1	185300000	185399999	0	1	right	1e+05
1	185400000	185499999	0	1	right	1e+05
1	185500000	185599999	0	1	right	1e+05
1	185600000	185699999	0	1	right	1e+05
1	185700000	185799999	0	1	right	1e+05
1	186200000	186299999	1	0	left	1e+05
1	186300000	186399999	1	0	left	1e+05
1	186400000	186499999	1	0	left	1e+05
1	186800000	186899999	0	1	right	1e+05
1	186900000	186999999	0	1	right	1e+05
1	187000000	187099999	0	1	right	1e+05
1	187100000	187199999	0	1	right	1e+05
1	187200000	187299999	0	1	right	1e+05
1	187300000	187399999	0	1	right	1e+05
1	187400000	187499999	0	1	right	1e+05
1	188200000	188299999	0	1	right	1e+05
1	188300000	188399999	0	1	right	1e+05
1	191400000	191499999	1	0	left	1e+05
1	191500000	191599999	1	0	left	1e+05
1	191600000	191699999	1	0	left	1e+05
1	191700000	191799999	1	0	left	1e+05
1	191800000	191899999	1	0	left	1e+05
1	191900000	191999999	1	0	left	1e+05
1	192000000	192099999	1	0	left	1e+05
1	192100000	192199999	1	0	left	1e+05
1	192200000	192299999	1	0	left	1e+05
1	192300000	192399999	1	0	left	1e+05
1	192400000	192499999	1	0	left	1e+05
1	192800000	192899999	0	1	right	1e+05
1	192900000	192999999	0	1	right	1e+05
1	193000000	193099999	0	1	right	1e+05
1	193100000	193199999	0	1	right	1e+05
1	193200000	193299999	0	1	right	1e+05
1	193300000	193399999	0	1	right	1e+05
1	193400000	193499999	0	1	right	1e+05
1	193500000	193599999	0	1	right	1e+05
1	193600000	193699999	0	1	right	1e+05
1	193700000	193799999	0	1	right	1e+05
1	193800000	193899999	0	1	right	1e+05
1	193900000	193999999	0	1	right	1e+05
1	196500000	196599999	1	0	left	1e+05
1	196600000	196699999	1	0	left	1e+05
1	196700000	196799999	1	0	left	1e+05
1	196800000	196899999	1	0	left	1e+05
1	196900000	196999999	1	0	left	1e+05
1	197000000	197099999	1	0	left	1e+05
1	197500000	197599999	1	0	left	1e+05
1	197600000	197699999	1	0	left	1e+05
1	197700000	197799999	1	0	left	1e+05
1	197800000	197899999	1	0	left	1e+05
1	197900000	197999999	1	0	left	1e+05
1	198000000	198099999	1	0	left	1e+05
1	198100000	198199999	1	0	left	1e+05
